,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,gas,concentration
0,49191.8638,9.270201,14.715338,22.619859,29.325423,-10.257053,-15.028841,-36.559755,39327.0181,8.338182,12.111848,19.437506,26.384371,-7.949874,-11.668715,-28.392125,13756.0826,4.978676,5.345927,13.663582,18.517765,-3.090511,-4.952013,-12.614411,13972.5651,4.824607,5.421722,13.810147,19.634613,-3.09632,-4.949442,-12.741151,2703.6516,2.628496,1.218116,4.104906,7.621999,-0.652079,-1.336681,-5.56473,2625.6185,2.558183,1.175059,4.164487,7.946017,-0.614102,-1.226223,-4.844293,18318.222,5.57966,8.301361,21.866957,29.287521,-4.487831,-7.514225,-17.444694,19022.0283,5.475844,8.775889,24.443709,33.013136,-4.759124,-8.093172,-19.417061,43201.4214,6.874179,11.832155,17.038029,22.519814,-7.968066,-11.165224,-30.634065,32885.2286,5.73271,8.159646,11.448801,15.047293,-5.775984,-8.034971,-19.301132,16259.3987,5.058142,6.036698,13.151859,16.511284,-3.481289,-5.216814,-11.472993,13066.6206,5.077732,4.895902,11.142837,13.37103,-2.862016,-4.190397,-8.456173,4882.9946,3.168548,2.575626,8.958931,12.741495,-1.118378,-1.909687,-4.498836,4925.9941,3.168087,2.427909,8.197443,12.280231,-1.081017,-1.728753,-4.081348,21359.0151,5.873488,9.408563,25.128294,31.980233,-5.128191,-8.170216,-14.656449,19015.709,5.772285,8.368554,21.657773,27.138868,-4.508195,-7.049293,-13.238477,1,50.0
1,56065.1269,8.980209,17.098789,27.038385,33.5842,-10.795651,-15.263936,-39.391828,58469.7334,8.638444,18.496513,29.989378,37.684932,-11.047818,-15.904675,-39.867165,8379.1575,3.617917,2.428251,4.065049,7.301008,-1.562155,-2.784807,-9.529481,8590.6809,3.516117,2.461001,4.138048,7.000364,-1.564463,-2.776882,-9.284592,2124.7197,2.326948,0.75192,1.918441,4.07781,-0.439629,-0.969303,-4.149492,2244.3579,2.357273,0.799526,2.20011,5.272305,-0.448424,-0.957231,-4.261409,13376.9421,4.385207,4.136061,7.786401,11.115827,-2.659328,-4.967404,-13.009732,14153.3886,4.383161,4.406176,8.314734,12.607257,-2.861546,-5.560465,-14.383589,36585.0039,4.541546,10.005577,14.97247,21.24591,-5.753381,-8.111846,-24.969461,21771.2617,3.597894,5.856998,8.871733,12.403606,-3.240768,-4.544915,-12.861898,10171.0264,3.519444,2.726179,4.118867,6.573911,-1.830691,-3.021678,-7.150251,11347.8843,3.903754,2.824583,4.36378,6.616502,-2.0392,-3.29772,-7.411193,3807.2207,2.788377,1.382061,3.401323,5.037996,-0.722169,-1.264493,-3.420226,3730.1419,2.790489,1.344914,3.074819,5.145289,-0.69373,-1.224195,-3.55132,15892.4033,4.112138,4.669648,8.044492,11.316756,-3.228658,-5.639476,-12.043569,15417.1259,4.180498,4.36048,7.349322,10.895927,-3.036216,-5.050645,-10.745185,6,50.0
2,45814.1411,10.73536,13.64954,21.880068,28.382411,-9.85797,-14.618274,-34.030223,38143.6792,8.705799,12.081517,20.178923,26.530277,-7.736916,-11.927623,-29.268313,15595.0015,4.706834,6.528291,16.67039,23.078903,-3.524809,-5.56068,-16.149071,15763.5162,4.53614,6.58933,16.829179,22.117791,-3.502101,-5.386743,-13.984708,2619.525,2.37017,1.281766,4.478212,6.98291,-0.620337,-1.200946,-4.601742,2816.5485,2.400226,1.435508,5.014829,8.901209,-0.670844,-1.237041,-4.820196,20906.1098,5.286469,10.266289,28.202252,36.38317,-5.117188,-8.182378,-19.195505,22024.4766,5.141295,10.900967,30.840075,41.423929,-5.482008,-9.14239,-22.070204,41525.0771,7.849695,11.736512,17.403114,22.455237,-8.157548,-11.585746,-24.84186,32521.875,6.468001,8.270653,11.912519,15.085399,-5.9723,-8.289549,-20.59413,18249.1821,4.83243,7.155879,15.652852,19.160941,-3.895039,-5.723572,-12.016779,14984.0214,4.87402,5.919621,13.610568,16.858655,-3.274811,-4.698282,-8.653506,5587.5747,3.047731,3.108085,10.973162,16.506263,-1.261028,-1.996352,-5.122143,5554.7202,3.051923,2.975125,10.403371,15.289967,-1.216857,-1.861341,-4.208914,25062.5547,5.57023,11.657808,32.067194,40.004738,-5.994311,-9.255529,-17.9064,21952.5561,5.529404,10.40523,28.364686,36.428986,-5.232337,-8.056043,-16.157671,1,50.0
3,55635.6973,2.970278,9.35724,14.051964,31.313184,-8.622203,-13.298225,-52.902193,54010.6621,2.822616,9.624119,15.339954,30.702762,-8.472013,-13.718644,-57.429663,6759.3003,2.164085,1.257612,2.282209,5.718698,-1.102623,-2.019413,-10.482485,6762.2407,2.113215,1.260703,2.310602,6.688795,-1.110223,-2.000236,-9.214218,1371.8725,1.62553,0.317375,0.769214,3.444327,-0.252477,-0.737466,-4.595234,1379.3838,1.606522,0.328908,0.842891,3.733153,-0.250263,-0.689195,-4.417664,8880.9561,2.247923,1.786404,3.291903,7.56824,-1.519078,-2.711705,-11.00394,9193.6079,2.221702,1.888033,3.810823,9.533332,-1.619585,-2.971024,-11.456586,35591.7247,2.560237,5.465276,7.56243,17.491317,-5.125549,-7.959815,-35.531263,24584.6953,2.367865,3.542576,4.949162,11.22451,-3.547771,-5.217862,-21.654393,8127.7158,2.244268,1.370384,2.186254,4.687563,-1.290234,-1.911134,-6.315596,6348.5699,2.154802,1.088187,1.774334,3.998955,-1.004021,-1.440117,-5.192862,2348.9702,1.735783,0.539755,1.230224,3.406828,-0.38487,-0.739191,-3.516047,2396.6753,1.73797,0.532006,1.137529,2.947072,-0.383587,-0.696099,-3.497961,10260.4233,2.342281,1.85016,3.17055,5.918648,-1.74927,-2.725298,-7.75851,9093.0264,2.285024,1.648554,2.896165,5.735744,-1.512999,-2.344666,-6.678379,5,50.0
4,83819.5274,18.404796,25.916813,40.636579,52.075069,-19.477589,-27.346509,-83.491801,69525.9228,14.815945,22.067149,34.979008,45.289431,-15.755694,-22.43482,-57.087506,28240.5234,7.559927,9.922796,21.970112,28.959597,-6.720487,-10.434849,-28.832625,28409.3803,7.256697,9.873953,22.131164,29.2925,-6.679399,-10.26643,-23.188952,4207.7214,3.188193,1.835636,4.93708,8.151618,-1.007252,-1.969688,-6.114768,4441.4644,3.221253,1.894179,5.746003,9.860493,-1.030353,-1.862408,-5.93309,36828.8604,8.305679,15.311106,35.61952,45.034267,-9.415656,-16.190709,-32.948107,38886.6133,8.127031,16.317976,38.125581,51.65854,-10.092287,-17.429533,-43.244776,72367.2964,12.319452,21.349665,31.442453,40.693377,-14.93587,-19.816651,-52.755413,57930.0054,10.104741,15.465007,21.801898,27.971694,-11.477585,-15.556383,-37.302769,33621.7608,7.785297,11.430008,22.291488,26.444271,-7.75591,-11.316291,-24.5254,27512.1248,7.861213,9.427166,18.583551,23.099799,-6.389852,-9.39983,-19.787502,8785.5957,4.18121,3.988676,12.488962,17.651967,-2.017917,-3.425741,-7.051104,8772.1252,4.167814,3.809977,11.952294,17.455833,-1.94753,-3.208681,-6.982218,45330.9829,8.986616,18.429166,41.223925,49.6085,-11.539576,-19.254365,-34.99134,39375.0581,8.797656,16.225879,36.942065,44.528991,-10.00868,-16.653356,-28.449996,1,150.0
5,9081.2183,2.680253,2.401929,3.795317,4.974682,-1.167616,-1.820826,-5.943147,9483.1025,3.052832,2.809769,4.611492,6.748051,-1.345132,-2.021995,-5.641818,16863.0151,3.344447,5.381667,7.835746,11.273333,-2.474695,-3.819609,-10.041143,18682.8432,3.448167,5.951419,8.65868,12.974188,-2.581761,-3.873626,-10.469921,3088.4592,2.634767,1.254087,2.8374,4.110791,-0.573704,-0.946494,-3.664165,3284.4898,2.720064,1.3262,2.900922,4.424061,-0.615098,-1.063387,-3.397943,14780.0264,3.123936,5.857652,9.653734,12.730778,-2.463783,-3.877752,-8.809846,16951.9566,3.228289,6.522701,10.697611,14.251201,-2.7284,-4.294631,-13.024267,7261.6299,2.473159,1.673621,2.405348,4.464037,-0.82925,-1.281733,-4.173135,8080.3252,2.425536,1.687448,2.337428,4.305418,-0.840192,-1.227043,-3.851096,8984.8061,2.629808,2.910319,4.281195,6.41693,-1.769462,-2.539953,-5.433997,10239.6787,2.57165,3.212506,4.591542,7.027445,-1.862969,-2.712153,-6.148804,5850.7232,3.426056,2.203628,4.44501,6.452011,-1.076077,-1.577107,-3.476907,6835.5129,3.822659,2.379454,4.536936,6.457303,-1.249348,-1.753117,-3.861169,8670.706,2.45905,3.258311,5.655184,8.155141,-1.951201,-3.030483,-6.040719,7754.4585,2.4974,2.932697,5.121554,7.05589,-1.742849,-2.671823,-5.118048,3,250.0
6,5691.2175,2.915907,0.983259,2.652797,7.234463,-0.729157,-1.712724,-5.486524,6064.3133,2.720665,1.288625,1.995944,5.283563,-0.932626,-1.558537,-6.090425,16281.102,6.120715,7.159705,15.924523,22.008658,-3.816479,-5.996115,-14.030138,16953.728,5.968119,7.343197,15.985497,20.606107,-3.935941,-6.213826,-14.727076,1539.6652,2.049864,0.677975,2.389118,4.757996,-0.350762,-0.785438,-4.021183,1696.0189,2.12759,0.747889,2.462137,5.265032,-0.387378,-0.807707,-4.015871,16771.9404,5.923716,8.48472,23.770242,32.088867,-4.16945,-6.994393,-15.210569,18172.2317,5.964663,9.309126,26.24427,35.96653,-4.590609,-7.731201,-17.81704,4236.0909,1.953748,0.773708,1.166699,3.653476,-0.566579,-0.941804,-3.652377,3016.4744,1.768709,0.542188,0.84916,3.434189,-0.386808,-0.69388,-3.243651,18022.7183,5.943484,7.722689,15.468387,18.928329,-3.982438,-5.870477,-10.83208,14837.4582,5.876052,6.273783,13.635838,17.331258,-3.360473,-4.98339,-10.112548,3076.9799,2.676242,1.38574,4.518603,6.928942,-0.693888,-1.257461,-3.694841,3416.1346,2.880827,1.485832,4.612308,6.481591,-0.76116,-1.333602,-3.29783,18694.3071,5.882146,9.381775,26.999639,33.581312,-4.524712,-7.676468,-14.641481,16239.2647,5.6065,7.78383,21.796152,27.076412,-3.846047,-6.346693,-12.911648,2,50.0
7,29594.5567,4.610696,9.119615,14.889273,19.508978,-5.692629,-8.06948,-21.375434,34272.1328,4.864932,11.045744,18.445323,27.218568,-6.726155,-9.868662,-26.042368,4160.2879,2.160923,1.24682,2.382164,5.615538,-0.818036,-1.484123,-6.540008,4356.1052,2.136241,1.287523,2.34175,5.355046,-0.833459,-1.481201,-6.24083,1319.8067,1.806223,0.509065,1.50398,4.250559,-0.287114,-0.691333,-3.8537,1413.1383,1.83985,0.55345,1.579519,4.151153,-0.304688,-0.697794,-4.838328,7160.5732,2.632323,2.325409,4.893012,8.213295,-1.441146,-2.584937,-8.387047,7685.7427,2.656757,2.528066,5.41199,8.721282,-1.557065,-2.615325,-8.454732,21487.707,2.87956,5.965551,9.124897,14.160595,-3.648915,-5.47823,-16.116862,12654.1416,2.353743,3.553257,5.740234,9.036165,-2.019978,-2.903567,-9.260409,4567.4502,1.967815,1.271989,2.066856,4.239882,-0.88153,-1.34713,-4.379258,5146.0259,2.125038,1.428867,2.491544,4.955704,-1.021635,-1.536024,-4.576972,2401.0059,2.086856,0.899271,2.406656,5.255481,-0.465972,-0.812103,-3.454295,2319.3606,2.083382,0.860631,2.114403,4.08032,-0.44377,-0.766187,-2.68107,7657.0532,2.304115,2.3734,4.900158,7.442618,-1.571744,-2.421335,-6.677877,7387.5551,2.324387,2.248723,4.586929,6.755293,-1.487355,-2.365221,-6.489238,6,20.0
8,43627.6308,10.708745,13.305472,21.320966,26.451978,-9.412844,-13.78997,-29.355736,37787.4751,8.448403,12.177032,20.644982,25.042991,-7.600491,-11.803638,-26.554703,15469.4053,4.680429,6.508078,16.704761,22.439929,-3.470415,-5.419802,-14.432177,15768.3643,4.543444,6.571065,16.76717,22.584928,-3.468034,-5.301106,-13.764146,2556.2472,2.324096,1.271979,4.331556,8.282805,-0.598756,-1.213898,-4.189612,2903.252,2.425817,1.500404,5.245823,8.653999,-0.682029,-1.322154,-5.285441,20708.4253,5.270493,10.256045,27.887715,35.680127,-5.055409,-8.344382,-19.235659,21889.668,5.121864,10.89781,30.401597,39.847711,-5.394458,-8.92362,-22.322139,40926.0195,7.639801,11.738588,17.489524,22.566683,-7.951975,-11.209835,-26.302421,32037.1035,6.302598,8.313529,12.087781,15.514022,-5.829065,-8.073086,-20.657447,17965.7368,4.790665,7.043191,15.463714,19.421984,-3.815837,-5.520594,-11.902594,14657.6194,4.837289,5.854418,13.435515,17.175714,-3.196923,-4.592661,-9.943847,5571.7864,3.047284,3.07366,10.770292,15.712507,-1.242775,-1.970303,-3.961292,5547.6338,3.050102,2.965652,10.303253,15.360577,-1.209994,-1.926256,-4.27755,24484.8995,5.518362,11.418933,31.434684,39.430002,-5.831617,-9.063662,-18.016004,21469.3403,5.484923,10.217419,27.984807,35.175994,-5.096164,-7.961692,-16.312577,1,50.0
9,56024.0928,8.803052,17.063356,27.18791,33.487054,-10.656017,-15.269766,-38.180057,58289.8554,8.440109,18.595326,30.692163,40.528994,-11.018001,-16.016775,-43.212172,8344.4111,3.55093,2.408179,4.10919,8.776264,-1.560675,-2.706357,-9.329736,8616.9886,3.462808,2.452854,4.061506,8.036845,-1.586358,-2.689624,-8.824698,2165.3128,2.339637,0.756011,2.00396,4.51716,-0.455074,-0.983603,-4.312363,2274.066,2.371387,0.804569,2.033757,4.581277,-0.458777,-0.934844,-4.114162,13435.9619,4.287311,4.166671,7.661895,10.902653,-2.660162,-4.581835,-14.180085,14308.0014,4.314591,4.463625,8.545657,12.798484,-2.882659,-5.063889,-14.76698,36756.9961,4.485481,10.092802,15.09499,21.534154,-5.751774,-7.965381,-24.370873,21786.2734,3.564803,5.881168,8.714617,12.134646,-3.224989,-4.583884,-13.855664,10257.3657,3.45687,2.752166,4.176708,6.077543,-1.873817,-2.893029,-7.348952,11411.2678,3.822176,2.866332,4.359279,6.897181,-2.094353,-3.116117,-7.457145,3827.9419,2.795686,1.381844,3.292034,6.128917,-0.723975,-1.188358,-3.54044,3735.0876,2.781066,1.337642,3.079519,5.064033,-0.694254,-1.149298,-3.469114,16229.2437,4.038279,4.822289,8.240267,12.099999,-3.237492,-5.29239,-11.466674,15522.3531,4.076895,4.414772,7.366604,10.332029,-3.008248,-4.909232,-11.36334,6,50.0
