,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,gas,concentration
0,527.2931,2.132667,0.119052,0.325883,2.315813,-0.058005,-0.26609,-2.54099,42155.8067,4.691287,8.851981,11.701945,21.698294,-6.815452,-10.079491,-38.017285,6017.4793,2.768061,1.382461,2.660243,6.43707,-1.039873,-1.864437,-7.247869,6155.9226,2.714352,1.414648,2.674049,5.109539,-1.033636,-1.783309,-8.142109,1618.3704,1.921072,0.448328,1.026843,3.68193,-0.314469,-0.751026,-3.935778,1531.6672,1.886674,0.427508,1.06306,3.224482,-0.292006,-0.684011,-3.38624,8100.21,2.951016,1.948165,3.846375,7.275006,-1.475789,-2.476256,-8.023066,8494.7876,2.928463,2.051497,4.199085,8.193074,-1.544869,-2.706867,-10.031947,23486.6103,2.860227,4.702247,5.772021,12.524423,-3.840919,-5.820709,-20.300551,13822.2158,2.277795,2.73141,3.42505,8.098908,-2.106643,-3.281519,-11.296922,6937.3422,2.779604,1.495851,2.496118,4.772765,-1.136506,-1.706907,-5.62946,5533.6485,2.695675,1.207065,2.156463,4.294727,-0.924761,-1.389522,-3.866812,2425.6324,2.079687,0.685935,1.617739,3.273038,-0.417963,-0.772059,-2.871056,2449.9236,2.081555,0.685168,1.537489,3.584058,-0.412468,-0.774142,-3.22345,9024.8364,2.98321,1.989635,3.881152,6.403023,-1.59203,-2.482624,-6.052193,8023.3032,2.910071,1.804787,3.384985,5.829082,-1.41292,-2.209571,-6.827477,5,25.0
1,851.4358,1.937378,0.182199,0.424462,2.587333,-0.123296,-0.431997,-2.720207,42941.4668,4.775602,9.104099,11.908617,20.787657,-6.918024,-10.242194,-36.749349,5917.0886,2.817316,1.377639,2.620082,5.453655,-1.019962,-1.847626,-6.464428,5993.2073,2.73076,1.41472,2.582161,5.662285,-1.030588,-1.728309,-7.282263,1616.2512,1.934187,0.437071,1.124433,3.541976,-0.310019,-0.714286,-3.739261,1521.055,1.896639,0.426787,1.166261,4.140422,-0.289731,-0.646472,-4.232922,7894.4458,3.004052,1.9214,3.658737,6.691177,-1.475868,-2.533292,-8.885829,8269.417,2.966664,2.030182,4.08238,7.813686,-1.546025,-2.780236,-9.647616,23875.6084,2.90506,4.824918,6.05737,13.598311,-3.876912,-5.841768,-19.535966,14093.458,2.320915,2.801739,3.509775,8.327274,-2.099526,-3.362524,-11.96657,6863.4243,2.842526,1.519294,2.482874,4.453995,-1.137577,-1.712015,-4.893574,5451.4231,2.7129,1.217154,2.076171,3.813627,-0.922575,-1.37539,-4.412451,2406.6492,2.081443,0.691348,1.562466,3.666475,-0.423299,-0.746966,-2.957384,2446.9526,2.106925,0.69518,1.61932,3.676787,-0.414903,-0.751017,-2.855797,8782.8593,3.007531,1.96778,3.688144,6.834395,-1.569407,-2.358958,-6.06483,7842.7979,2.955282,1.790619,3.293184,6.186787,-1.400914,-2.069924,-5.354382,5,25.0
2,1.6348,1.07651,0.024532,0.212622,2.029774,-0.021901,-0.211571,-2.139345,30974.8769,2.462465,8.506868,13.395923,27.924888,-7.098632,-10.968246,-33.20018,10194.3775,2.798751,3.102721,5.403148,9.213073,-2.570168,-4.088114,-12.543265,10296.0664,2.726778,3.089298,5.363748,10.11859,-2.525155,-4.070814,-12.287752,2531.6086,2.08495,0.978372,2.479233,4.646523,-0.686921,-1.35863,-4.975089,2209.1714,1.962857,0.865958,2.234509,4.833415,-0.606006,-1.18091,-4.313365,12870.3769,2.879406,4.502235,8.517948,12.530815,-3.503158,-5.877484,-15.299566,13702.1049,2.876193,4.779609,9.424335,16.418842,-3.725162,-6.017531,-16.925544,28765.7734,2.67932,6.29894,8.672294,15.449016,-5.199032,-7.683777,-23.327989,19167.3945,2.359957,3.913614,5.406858,10.331366,-3.24795,-4.801828,-14.01576,12175.6304,2.913619,3.407798,5.169344,7.86286,-2.809082,-4.088006,-9.705057,9451.5112,2.701255,2.773731,4.413934,6.598557,-2.2734,-3.306491,-7.270921,3260.2564,2.042681,1.200837,3.053817,5.16539,-0.849094,-1.511454,-4.283971,3235.2153,2.032171,1.178038,2.915393,5.49171,-0.834438,-1.466958,-3.746577,15560.1211,3.117009,4.875644,8.323672,11.720118,-3.941357,-6.249286,-12.746023,13523.1904,3.037444,4.37645,7.582443,10.602229,-3.421032,-5.424015,-10.49081,4,120.0
3,4107.7937,2.852135,1.102618,1.896916,4.029285,-0.405328,-0.797493,-3.928609,14986.5576,5.232184,6.124577,10.963093,15.659565,-2.222034,-4.962368,-13.320222,5365.7695,2.551546,3.912838,10.304876,14.738732,-1.033516,-1.785623,-7.02083,5402.5686,2.51417,4.065098,11.125477,16.671857,-1.044907,-1.863154,-7.863734,2056.1162,1.995337,1.709775,5.950577,9.952197,-0.417804,-0.834929,-4.382035,1946.9976,1.946202,1.562016,5.498967,8.990523,-0.378527,-0.838344,-4.477138,7623.9905,3.04839,6.220793,18.409943,24.272532,-1.533714,-2.493885,-8.569266,7973.9764,2.981666,6.852099,21.461593,29.089077,-1.651032,-2.772559,-8.894864,13819.3062,3.65678,4.494555,7.193172,9.977061,-1.739577,-2.631381,-8.92364,9327.5196,3.152984,2.732655,4.363338,6.221385,-0.960263,-1.57329,-5.523587,6209.1784,2.617622,4.128959,9.818401,12.363635,-1.110363,-1.655158,-4.927258,5138.3318,2.595186,3.464495,8.455017,11.358829,-0.949022,-1.43792,-3.9785,2977.1088,2.247559,2.316123,8.335162,11.695935,-0.526,-0.872594,-3.146361,2887.4451,2.211379,2.060258,6.99029,10.207886,-0.482379,-0.834619,-3.167603,9036.7891,3.097025,6.94328,20.739622,26.451218,-1.727272,-2.652344,-6.79836,8046.6665,3.069009,6.058274,17.418486,22.042568,-1.543133,-2.347511,-5.443705,1,10.0
4,384.5093,1.175828,0.117889,0.354179,2.945145,-0.101771,-0.387813,-3.071858,9273.4072,3.124227,2.670722,8.98036,17.563807,-8.507934,-36.830371,-64.668261,7313.2461,3.059693,2.310924,3.754971,7.926777,-1.355282,-2.274066,-9.564015,7366.0088,3.01457,2.34243,4.037666,7.853125,-1.381811,-2.445669,-8.355602,1318.9695,1.594441,0.521185,1.251595,4.202905,-0.301031,-0.823036,-4.432161,1340.5446,1.598843,0.515526,1.258674,4.095886,-0.295696,-0.721471,-4.182418,8542.7527,3.163414,3.030746,5.701979,9.904278,-1.703947,-3.009746,-9.618222,9138.2568,3.185051,3.282241,6.228524,12.199834,-1.847066,-3.333021,-10.313534,4211.2217,1.674712,0.888375,1.341992,3.95369,-0.553363,-0.963567,-4.155804,2784.9463,1.533247,0.589767,0.93572,3.232674,-0.367916,-0.695172,-3.682566,8000.4129,3.036179,2.433862,3.725605,6.16174,-1.426815,-2.195287,-6.197789,6530.1502,2.98186,2.004747,3.181064,5.59061,-1.169758,-1.807817,-4.594396,1897.636,1.718547,0.70906,1.558499,3.86939,-0.391508,-0.797021,-3.190431,2005.7712,1.751924,0.705758,1.432433,3.690217,-0.391427,-0.72385,-2.944506,9490.0703,3.137489,3.327973,5.894008,8.903597,-1.848747,-2.950127,-7.490055,8323.9143,3.053408,2.828347,4.903563,7.575029,-1.573674,-2.56515,-5.87532,2,10.0
5,5.0425,0.088287,0.023621,0.226398,2.312068,-0.023947,-0.245876,-2.495491,8884.4375,2.186122,2.366447,3.350418,8.017454,-1.427788,-2.412643,-10.104528,12689.4648,3.573162,2.943019,4.006152,10.068656,-1.455678,-2.791706,-11.506707,14045.628,3.675064,3.242213,4.378138,10.938078,-1.503873,-2.686295,-12.56159,2428.6593,2.26331,0.824029,1.745702,4.617387,-0.410309,-0.933678,-4.181268,2392.5023,2.272425,0.801869,1.614206,4.028727,-0.409612,-0.949914,-4.703449,11904.5069,3.116417,3.303059,4.766341,10.441323,-1.655781,-2.930596,-11.523839,13590.4859,3.22926,3.673037,5.394382,11.63918,-1.833896,-3.426005,-13.617658,204.0078,1.019928,0.333272,0.989317,6.0227,-0.278882,-0.674029,-4.032252,787.2842,1.087505,0.383261,0.954406,4.486938,-0.257667,-0.603425,-3.44526,7496.6367,2.445833,1.726202,2.261263,5.358157,-1.154449,-1.769603,-5.364235,8155.2724,2.622009,1.762455,2.266938,5.139165,-1.112639,-1.745024,-5.976258,3873.6306,2.576137,1.246579,2.249473,4.431916,-0.627442,-1.032157,-3.201441,4324.4963,2.774703,1.339107,2.264395,4.675954,-0.685213,-1.106964,-3.364336,8351.6875,2.445095,2.251055,3.090776,6.568309,-1.447534,-2.3195,-6.434421,7096.6636,2.373559,1.965082,2.687451,5.979535,-1.248496,-1.925059,-5.431854,3,120.0
6,3.7472,2.211353,0.024389,0.218797,2.080033,-0.025343,-0.256682,-2.59304,85751.538,6.435894,19.642879,26.720278,43.268314,-13.749864,-20.928317,-89.556198,14244.2124,4.059003,3.320234,5.582503,9.698426,-2.654336,-4.157777,-13.815026,14312.0469,3.906464,3.305766,5.417223,8.648312,-2.594011,-4.181794,-12.967861,3245.6316,2.54767,0.912678,2.108928,4.880445,-0.633814,-1.179674,-4.963039,2906.7381,2.42819,0.841236,1.911508,4.067216,-0.557545,-1.074505,-5.315889,18437.8735,4.241609,4.710858,8.69971,12.827384,-3.667652,-6.015246,-18.760355,19407.3364,4.153412,4.966193,9.127817,14.058608,-3.881992,-6.277594,-19.372775,54281.2021,4.629558,11.521866,14.635541,27.851902,-8.590342,-12.189669,-47.710319,34941.124,3.779544,7.03464,8.744551,17.189548,-5.589423,-8.073222,-23.784101,17033.8359,4.253792,3.773389,5.522408,8.266749,-3.066821,-4.404956,-10.42251,13338.7939,4.033716,2.999766,4.62164,7.470143,-2.430663,-3.531869,-7.775676,4536.48,2.616014,1.332726,3.196584,5.485982,-0.805123,-1.255385,-4.230347,4429.773,2.585836,1.326008,3.17783,5.345407,-0.771479,-1.236534,-3.906434,21928.4887,4.526169,5.206377,8.773454,11.941157,-4.383863,-6.416026,-14.260673,18514.4809,4.310694,4.519786,7.785782,10.496519,-3.662059,-5.295855,-11.89978,3,120.0
7,3142.2454,2.008554,0.668645,1.074148,4.192333,-0.60909,-1.294202,-4.530971,25251.0908,4.160689,7.49934,11.89664,18.608082,-3.626957,-5.448235,-19.359234,17872.5722,4.893209,3.580323,4.512052,11.698015,-2.321585,-3.988146,-16.43752,18868.2226,5.044432,3.790869,4.778496,11.682617,-2.378384,-4.080466,-17.154836,3292.8225,2.556364,1.173595,2.219955,4.987235,-0.56935,-1.188064,-4.991848,3258.8511,2.539438,1.170427,2.195836,5.440904,-0.546369,-1.151197,-4.893133,20622.0254,5.186958,5.146656,6.595136,9.908341,-3.07284,-5.163604,-16.418242,23003.1733,5.394685,5.620963,7.374767,15.755565,-3.377792,-6.207172,-21.833902,11834.7217,2.361415,2.947427,4.526714,7.771373,-1.486556,-2.251454,-7.963634,9377.0674,2.277826,2.127987,3.158578,5.82629,-1.024805,-1.56565,-6.449368,14381.1587,3.516671,3.149294,4.378436,7.248184,-2.249608,-3.437955,-9.127093,13735.6621,3.583479,2.720545,3.771258,6.127087,-1.990042,-2.904502,-8.163797,4781.3457,2.949281,1.611124,2.856645,5.201791,-0.756184,-1.333687,-4.149007,5011.4138,3.059581,1.622697,2.702885,4.571009,-0.772308,-1.287794,-3.768085,17805.9751,3.779062,4.665199,6.636273,9.709017,-3.103524,-5.121227,-11.684161,15385.4996,3.73547,4.105866,5.7211,8.679486,-2.630874,-4.242054,-9.535373,3,120.0
8,2.9406,1.171773,0.024063,0.235639,2.22035,-0.029183,-0.255067,-2.363856,83352.9014,6.362159,18.9293,26.414564,40.728911,-13.518349,-20.313233,-71.446703,14113.4268,4.010303,3.316244,5.773266,10.276789,-2.582472,-4.322359,-13.267662,14209.2276,3.862131,3.289508,5.448867,9.936394,-2.535884,-4.099342,-13.708603,3198.1641,2.51779,0.92783,2.008972,4.634795,-0.613098,-1.164653,-5.253318,2861.6045,2.393245,0.863602,1.974364,4.866675,-0.53544,-1.065765,-4.444698,18052.7475,4.145673,4.743973,8.744948,13.436141,-3.544496,-6.10056,-17.571228,19126.1977,4.07259,5.018062,9.233924,13.339353,-3.745782,-6.466598,-19.197022,52623.1612,4.556534,11.01491,14.037381,25.61331,-8.392417,-11.971355,-42.316764,33652.5362,3.692617,6.744533,8.410527,17.190541,-5.427245,-7.758485,-24.33052,16744.7862,4.199501,3.71738,5.534692,8.626204,-2.987044,-4.379137,-10.180466,13209.8813,3.999791,2.946512,4.578118,7.672104,-2.362852,-3.393273,-7.566199,4480.3955,2.583964,1.362722,3.150785,5.525189,-0.797476,-1.25355,-3.584004,4413.9922,2.576726,1.34973,3.153778,5.221777,-0.762029,-1.258307,-3.485949,21133.1967,4.400859,5.148329,8.737177,12.749237,-4.218766,-6.536096,-13.80034,17972.1685,4.215767,4.493666,7.744349,11.276936,-3.572009,-5.612831,-12.677479,3,100.0
9,490.417,2.176801,0.112394,0.31842,2.607264,-0.051964,-0.277917,-2.370995,42233.4423,4.676381,8.912121,11.821694,23.353757,-6.876863,-10.38379,-34.37641,6027.6851,2.741607,1.401361,2.569327,5.793302,-1.032662,-1.801835,-7.996929,6120.4827,2.659563,1.424375,2.646656,6.3152,-1.035253,-1.839102,-7.444709,1629.1845,1.910279,0.441584,1.036116,3.64542,-0.308105,-0.709995,-4.311207,1548.1929,1.896939,0.427568,1.084725,3.412682,-0.281553,-0.702729,-3.766536,8128.9448,2.949813,1.980621,3.868621,6.773388,-1.457349,-2.440016,-9.585513,8497.8706,2.896566,2.08019,4.16513,8.133323,-1.541097,-2.69547,-9.967994,23674.0391,2.867291,4.738961,6.08802,13.92747,-3.874978,-5.944025,-19.293466,14080.2539,2.29361,2.77287,3.497044,8.308629,-2.129029,-3.347756,-11.76526,6998.6384,2.768967,1.519176,2.568236,4.21229,-1.153593,-1.67343,-4.671255,5551.5708,2.694322,1.219537,2.117979,4.08323,-0.924211,-1.391189,-4.060614,2416.3203,2.058584,0.68402,1.601779,3.610965,-0.417024,-0.742196,-3.414091,2445.6387,2.076287,0.691002,1.572273,3.484986,-0.412206,-0.726272,-2.901644,9082.3213,2.961787,2.01893,3.965457,6.273228,-1.592859,-2.463519,-6.289307,8010.5996,2.896951,1.816064,3.489078,6.019285,-1.398391,-2.140775,-5.381868,5,25.0
